"municipio","ano","quarter","precio"
"Arroyomolinos",2014,3,6.26421396746072
"Boadilla Del Monte",2014,3,8.76840800437862
"Ciempozuelos",2014,3,5.90358123874073
"Collado Villalba",2014,3,7.065981442139
"Colmenar Viejo",2014,3,6.91569243363981
"Coslada",2014,3,7.64471804160552
"Escorial (El)",2014,3,6.31095716191826
"Fuenlabrada",2014,3,6.68570466531253
"Galapagar",2014,3,6.18193927056799
"Getafe",2014,3,7.23486524574155
"La Moraleja",2014,3,12.8892776768898
"Leganés",2014,3,7.33637329407245
"Majadahonda",2014,3,9.49835705330884
"Móstoles",2014,3,6.79948206074353
"Navalcarnero",2014,3,5.9479051117021
"Paracuellos Del Jarama",2014,3,7.70489984207078
"Parla",2014,3,6.1435055634925
"Pinto",2014,3,6.55077305585199
"Pozuelo De Alarcón",2014,3,9.98667387025953
"Rivas Vaciamadrid",2014,3,6.81008189931144
"Rozas De Madrid (Las)",2014,3,9.3025363020277
"San Lorenzo Del Escorial",2014,3,6.8382788563093
"San Sebastián De Los Reyes",2014,3,8.86798228700152
"Torrejón De Ardoz",2014,3,6.57666417564063
"Torrelodones",2014,3,8.42096531879603
"Tres Cantos",2014,3,8.46203022064502
"Valdemoro",2014,3,6.48502744522558
"Villanueva De La Cañada",2014,3,7.7073572012586
"Villaviciosa De Odón",2014,3,9.47365526799405
"Alcalá De Henares",2014,4,7.00410637796646
"Alcobendas",2014,4,8.77741387012486
"Alcorcón",2014,4,7.46773491727768
"Alpedrete",2014,4,6.17222860611826
"Aranjuez",2014,4,5.26054872577776
"Arroyomolinos",2014,4,6.264873757217
"Boadilla Del Monte",2014,4,9.09540639370916
"Ciempozuelos",2014,4,5.90552068527552
"Collado Villalba",2014,4,6.94751951413928
"Colmenar Viejo",2014,4,7.10268506672123
"Coslada",2014,4,7.25770634897192
"Escorial (El)",2014,4,6.51137547504796
"Fuenlabrada",2014,4,6.61523108707303
"Galapagar",2014,4,6.40622520530915
"Getafe",2014,4,7.23223432666052
"La Moraleja",2014,4,12.8282584370218
"Leganés",2014,4,7.32610103406407
"Majadahonda",2014,4,10.1807435684177
"Móstoles",2014,4,6.69869958774689
"Navalcarnero",2014,4,5.41920563984388
"Paracuellos Del Jarama",2014,4,7.47317954205096
"Parla",2014,4,5.89108630287339
"Pinto",2014,4,6.32288128469926
"Pozuelo De Alarcón",2014,4,10.3162233242246
"Rivas Vaciamadrid",2014,4,6.92167451614319
"Rozas De Madrid (Las)",2014,4,9.56818324280062
"San Lorenzo Del Escorial",2014,4,6.69801377665288
"San Sebastián De Los Reyes",2014,4,8.79388017317926
"Torrejón De Ardoz",2014,4,6.65400748602288
"Torrelodones",2014,4,9.02972329491101
"Tres Cantos",2014,4,9.02973985706756
"Valdemoro",2014,4,6.02257452433357
"Villanueva De La Cañada",2014,4,7.38063413968782
"Villaviciosa De Odón",2014,4,9.44695751264684
"Alcalá De Henares",2015,1,7.11471613523017
"Alcobendas",2015,1,8.55604175439244
"Alcorcón",2015,1,7.63295706489367
"Alpedrete",2015,1,6.55365136110251
"Aranjuez",2015,1,5.37875028214745
"Arroyomolinos",2015,1,6.57599289439484
"Boadilla Del Monte",2015,1,9.14066744847227
"Ciempozuelos",2015,1,5.94721455456762
"Collado Villalba",2015,1,7.13491201996128
"Colmenar Viejo",2015,1,6.85185436481884
"Coslada",2015,1,8.06869964855034
"Escorial (El)",2015,1,6.25711647221951
"Fuenlabrada",2015,1,6.89032453980399
"Galapagar",2015,1,6.6666259989688
"Getafe",2015,1,7.58758839687172
"La Moraleja",2015,1,13.2762817927649
"Leganés",2015,1,7.42602175860852
"Majadahonda",2015,1,10.3050470580563
"Móstoles",2015,1,6.53268301468343
"Navalcarnero",2015,1,5.3828146727415
"Paracuellos Del Jarama",2015,1,7.41312015808378
"Parla",2015,1,5.94481844927154
"Pinto",2015,1,6.32380819941424
"Pozuelo De Alarcón",2015,1,10.3746022017009
"Rivas Vaciamadrid",2015,1,7.01446802136631
"Rozas De Madrid (Las)",2015,1,9.51023139074765
"San Lorenzo Del Escorial",2015,1,6.30483920851424
"San Sebastián De Los Reyes",2015,1,8.83430733252706
"Torrejón De Ardoz",2015,1,6.85398041427567
"Torrelodones",2015,1,9.09175932869285
"Tres Cantos",2015,1,8.35897884021682
"Valdemoro",2015,1,6.07343021372194
"Villanueva De La Cañada",2015,1,7.64265932090099
"Villaviciosa De Odón",2015,1,9.53723366942292
"Alcalá De Henares",2015,2,7.15117613018563
"Alcobendas",2015,2,8.97308356077062
"Alcorcón",2015,2,7.53010398403952
"Alpedrete",2015,2,6.58730717248636
"Aranjuez",2015,2,5.58567097276066
"Arroyomolinos",2015,2,6.66241392120217
"Boadilla Del Monte",2015,2,9.26954311617892
"Ciempozuelos",2015,2,5.92584527008094
"Collado Villalba",2015,2,7.32867918119039
"Colmenar Viejo",2015,2,6.91953456983287
"Coslada",2015,2,8.03270459082199
"Escorial (El)",2015,2,6.63854403611098
"Fuenlabrada",2015,2,6.69092776775993
"Galapagar",2015,2,6.79497045971599
"Getafe",2015,2,7.81247690810742
"La Moraleja",2015,2,13.0841405878502
"Leganés",2015,2,7.63613384540851
"Majadahonda",2015,2,9.99931575639359
"Móstoles",2015,2,6.75533564283091
"Navalcarnero",2015,2,5.41474463539768
"Paracuellos Del Jarama",2015,2,7.28315272592541
"Parla",2015,2,6.23349433027769
"Pinto",2015,2,6.4606952358729
"Pozuelo De Alarcón",2015,2,10.3474018110488
"Rivas Vaciamadrid",2015,2,7.20958470552283
"Rozas De Madrid (Las)",2015,2,9.67854000451424
"San Lorenzo Del Escorial",2015,2,6.51536393576414
"San Sebastián De Los Reyes",2015,2,8.83856895049959
"Torrejón De Ardoz",2015,2,6.86691849711636
"Torrelodones",2015,2,9.27366734549036
"Tres Cantos",2015,2,8.78746726702523
"Valdemoro",2015,2,6.20769254309525
"Villanueva De La Cañada",2015,2,8.27525770630463
"Villaviciosa De Odón",2015,2,9.91219347220958
"Alcalá De Henares",2015,3,7.18722578230514
"Alcobendas",2015,3,9.26723047431153
"Alcorcón",2015,3,7.58464106453705
"Alpedrete",2015,3,7.22585037030296
"Aranjuez",2015,3,5.61512149853288
"Arroyomolinos",2015,3,6.57467348701115
"Boadilla Del Monte",2015,3,9.42269390041077
"Ciempozuelos",2015,3,5.89180811558352
"Collado Villalba",2015,3,7.3988669351715
"Colmenar Viejo",2015,3,6.91158382506945
"Coslada",2015,3,8.11282835066658
"Escorial (El)",2015,3,6.8824021586238
"Fuenlabrada",2015,3,6.56418422227599
"Galapagar",2015,3,7.00354872386333
"Getafe",2015,3,7.81159148022029
"La Moraleja",2015,3,13.7578323118005
"Leganés",2015,3,7.76573945344953
"Majadahonda",2015,3,9.90782552810877
"Móstoles",2015,3,7.16000530336892
"Navalcarnero",2015,3,5.81532713848779
"Paracuellos Del Jarama",2015,3,7.29108948634695
"Parla",2015,3,6.14527374889528
"Pinto",2015,3,6.96777217299369
"Pozuelo De Alarcón",2015,3,10.5861451576434
"Rivas Vaciamadrid",2015,3,7.80117304408852
"Rozas De Madrid (Las)",2015,3,9.77800388873526
"San Lorenzo Del Escorial",2015,3,7.17119315050367
"San Sebastián De Los Reyes",2015,3,9.22819522638982
"Torrejón De Ardoz",2015,3,6.89352222326438
"Torrelodones",2015,3,8.97872892216727
"Tres Cantos",2015,3,8.58506077135666
"Valdemoro",2015,3,7.66764406703146
"Villanueva De La Cañada",2015,3,9.49221354195977
"Villaviciosa De Odón",2015,3,9.84525710094706
"Alcalá De Henares",2015,4,7.40390127758007
"Alcobendas",2015,4,9.60290168553512
"Alcorcón",2015,4,7.73219193791516
"Alpedrete",2015,4,7.45686054933616
"Aranjuez",2015,4,5.73874560985969
"Arroyomolinos",2015,4,6.64045605610505
"Boadilla Del Monte",2015,4,9.70413648376891
"Ciempozuelos",2015,4,5.81263055010108
"Collado Villalba",2015,4,7.55173935281069
"Colmenar Viejo",2015,4,7.14247521956497
"Coslada",2015,4,8.52043867645007
"Escorial (El)",2015,4,6.76966357456418
"Fuenlabrada",2015,4,7.12686443178614
"Galapagar",2015,4,6.21364730598587
"Getafe",2015,4,7.49637161093244
"La Moraleja",2015,4,14.0461484250133
"Leganés",2015,4,7.81256515400957
"Majadahonda",2015,4,10.6220884901401
"Móstoles",2015,4,6.8027684970438
"Navalcarnero",2015,4,5.80842258532205
"Paracuellos Del Jarama",2015,4,6.93497133979039
"Parla",2015,4,6.37916677041396
"Pinto",2015,4,7.7246447170476
"Pozuelo De Alarcón",2015,4,10.6139320164981
"Rivas Vaciamadrid",2015,4,7.98933712825152
"Rozas De Madrid (Las)",2015,4,9.73652829833216
"San Lorenzo Del Escorial",2015,4,7.02687219107804
"San Sebastián De Los Reyes",2015,4,8.98773232889988
"Torrejón De Ardoz",2015,4,6.69703797660583
"Torrelodones",2015,4,9.3445221010247
"Tres Cantos",2015,4,8.72717435978648
"Valdemoro",2015,4,7.39892017593494
"Villanueva De La Cañada",2015,4,6.94149508975876
"Villaviciosa De Odón",2015,4,9.58382180586384
"Alcalá De Henares",2016,1,7.55388266942015
"Alcobendas",2016,1,9.974086359779
"Alcorcón",2016,1,8.03323877268422
"Alpedrete",2016,1,6.78066280908438
"Aranjuez",2016,1,5.74939366470962
"Arroyomolinos",2016,1,6.47854826560892
"Boadilla Del Monte",2016,1,10.0244686049986
"Ciempozuelos",2016,1,6.26662594977673
"Collado Villalba",2016,1,7.4065371476604
"Colmenar Viejo",2016,1,7.23447000991205
"Coslada",2016,1,8.57215007215007
"Escorial (El)",2016,1,6.50643223372765
"Fuenlabrada",2016,1,7.01620750807472
"Galapagar",2016,1,6.30811326789989
"Getafe",2016,1,7.90734183702392
"La Moraleja",2016,1,14.1829580179346
"Leganés",2016,1,7.97530757265235
"Majadahonda",2016,1,10.7523346038241
"Móstoles",2016,1,7.10561746879832
"Navalcarnero",2016,1,5.69445202068433
"Paracuellos Del Jarama",2016,1,7.90334984996324
"Parla",2016,1,6.16234275773931
"Pinto",2016,1,7.25207637768321
"Pozuelo De Alarcón",2016,1,10.549053861725
"Rivas Vaciamadrid",2016,1,7.79492609396552
"Rozas De Madrid (Las)",2016,1,9.95784261520919
"San Lorenzo Del Escorial",2016,1,6.88374764618525
"San Sebastián De Los Reyes",2016,1,9.71367370014085
"Torrejón De Ardoz",2016,1,7.28638404608739
"Torrelodones",2016,1,10.2989580179134
"Tres Cantos",2016,1,8.54659016858451
"Valdemoro",2016,1,7.44769568609979
"Villanueva De La Cañada",2016,1,6.99479265901781
"Villaviciosa De Odón",2016,1,9.4193052470786
"Alcalá De Henares",2016,2,7.8584921171572
"Alcobendas",2016,2,9.37579664581162
"Alcorcón",2016,2,8.03771787866252
"Alpedrete",2016,2,6.73855469851675
"Aranjuez",2016,2,5.82519958854641
"Arroyomolinos",2016,2,7.01352374378408
"Boadilla Del Monte",2016,2,10.5160197289149
"Ciempozuelos",2016,2,6.48239894677314
"Collado Villalba",2016,2,7.51943029761002
"Colmenar Viejo",2016,2,7.02059295642818
"Coslada",2016,2,8.04856589764987
"Escorial (El)",2016,2,7.01045968905499
"Fuenlabrada",2016,2,7.05425718025169
"Galapagar",2016,2,6.86437664634362
"Getafe",2016,2,8.38264085051235
"La Moraleja",2016,2,14.2794151994645
"Leganés",2016,2,8.13273573093067
"Majadahonda",2016,2,10.9063524763713
"Móstoles",2016,2,7.25368349926018
"Navalcarnero",2016,2,5.96256568805104
"Paracuellos Del Jarama",2016,2,7.8719183569884
"Parla",2016,2,6.4622087456445
"Pinto",2016,2,7.76559734442226
"Pozuelo De Alarcón",2016,2,10.7211214672504
"Rivas Vaciamadrid",2016,2,7.7429840021932
"Rozas De Madrid (Las)",2016,2,10.1893319503941
"San Lorenzo Del Escorial",2016,2,7.0358536011926
"San Sebastián De Los Reyes",2016,2,9.89482114579789
"Torrejón De Ardoz",2016,2,7.26779174401568
"Torrelodones",2016,2,10.3094893204086
"Tres Cantos",2016,2,8.618294808346
"Valdemoro",2016,2,7.54023423129262
"Villanueva De La Cañada",2016,2,9.01315727488907
"Villaviciosa De Odón",2016,2,10.1917548873911
"Alcalá De Henares",2016,3,7.71655107347899
"Alcobendas",2016,3,9.77108705675731
"Alcorcón",2016,3,8.37806831060245
"Alpedrete",2016,3,6.52796175781155
"Aranjuez",2016,3,5.68225760560502
"Arroyomolinos",2016,3,7.65444708891062
"Boadilla Del Monte",2016,3,10.5249073562791
"Ciempozuelos",2016,3,6.66850639665363
"Collado Villalba",2016,3,7.58126006968734
"Colmenar Viejo",2016,3,7.23328771096008
"Coslada",2016,3,7.8488448820133
"Escorial (El)",2016,3,6.89125188910559
"Fuenlabrada",2016,3,8.00568512034685
"Galapagar",2016,3,7.68282561677794
"Getafe",2016,3,8.19985595362959
"La Moraleja",2016,3,14.0778188922973
"Leganés",2016,3,8.62557006912108
"Majadahonda",2016,3,10.8871288791191
"Móstoles",2016,3,7.6259760057687
"Navalcarnero",2016,3,6.18300872695283
"Paracuellos Del Jarama",2016,3,7.43709520822839
"Parla",2016,3,5.94976789928455
"Pinto",2016,3,7.50152138693446
"Pozuelo De Alarcón",2016,3,10.7478117068629
"Rivas Vaciamadrid",2016,3,8.42081824954086
"Rozas De Madrid (Las)",2016,3,10.1142160838352
"San Lorenzo Del Escorial",2016,3,7.11612533548644
"San Sebastián De Los Reyes",2016,3,9.42912711942061
"Torrejón De Ardoz",2016,3,7.19924084085021
"Torrelodones",2016,3,9.13524184514093
"Tres Cantos",2016,3,9.89893419138287
"Valdemoro",2016,3,8.12791056013245
"Villanueva De La Cañada",2016,3,8.75097446109287
"Villaviciosa De Odón",2016,3,11.1495864093127
"Alcalá De Henares",2016,4,7.64439023002716
"Alcobendas",2016,4,10.361909592377
"Alcorcón",2016,4,8.19764022265613
"Alpedrete",2016,4,6.69780872442677
"Aranjuez",2016,4,5.63946682067099
"Arroyomolinos",2016,4,7.91123442621369
"Boadilla Del Monte",2016,4,10.6889044014941
"Ciempozuelos",2016,4,6.76957305782204
"Collado Villalba",2016,4,7.71823738453398
"Colmenar Viejo",2016,4,7.09906338029206
"Coslada",2016,4,7.82307711027658
"Escorial (El)",2016,4,7.28332169987091
"Fuenlabrada",2016,4,7.58901027791653
"Galapagar",2016,4,7.3528598097247
"Getafe",2016,4,8.59524074937956
"La Moraleja",2016,4,14.7277002909031
"Leganés",2016,4,8.05477354517558
"Majadahonda",2016,4,11.3624167277056
"Móstoles",2016,4,7.80146367755445
"Navalcarnero",2016,4,6.46929481971411
"Paracuellos Del Jarama",2016,4,8.68872192651854
"Parla",2016,4,6.72924596283038
"Pinto",2016,4,7.39144979320281
"Pozuelo De Alarcón",2016,4,11.0370750087592
"Rivas Vaciamadrid",2016,4,8.23777061481269
"Rozas De Madrid (Las)",2016,4,10.565642021395
"San Lorenzo Del Escorial",2016,4,7.31188764050103
"San Sebastián De Los Reyes",2016,4,9.67496266662452
"Torrejón De Ardoz",2016,4,7.28251716053537
"Torrelodones",2016,4,9.68737829702167
"Tres Cantos",2016,4,8.80210385087323
"Valdemoro",2016,4,7.83897692930491
"Villanueva De La Cañada",2016,4,11.5855407219044
"Villaviciosa De Odón",2016,4,11.7875834744094
"Alcalá De Henares",2017,1,7.97120176137615
"Alcobendas",2017,1,10.6369095875761
"Alcorcón",2017,1,8.54731228877132
"Alpedrete",2017,1,6.68785138166615
"Aranjuez",2017,1,6.08400586400258
"Arroyomolinos",2017,1,8.59132936383454
"Boadilla Del Monte",2017,1,10.6214863033392
"Ciempozuelos",2017,1,7.18628588809395
"Collado Villalba",2017,1,7.50670585436493
"Colmenar Viejo",2017,1,7.65129802977749
"Coslada",2017,1,8.0667746779576
"Escorial (El)",2017,1,7.63975790904697
"Fuenlabrada",2017,1,8.02664584816875
"Galapagar",2017,1,7.27458503338334
"Getafe",2017,1,9.17354322751892
"La Moraleja",2017,1,14.7233798227493
"Leganés",2017,1,8.5460210836006
"Majadahonda",2017,1,12.0836848372384
"Móstoles",2017,1,7.83100388036761
"Navalcarnero",2017,1,6.16245424804401
"Paracuellos Del Jarama",2017,1,8.52542686016733
"Parla",2017,1,6.90121127969381
"Pinto",2017,1,8.05388446511003
"Pozuelo De Alarcón",2017,1,11.45536895402
"Rivas Vaciamadrid",2017,1,8.59739270983092
"Rozas De Madrid (Las)",2017,1,10.2255969693048
"San Lorenzo Del Escorial",2017,1,7.60572212054358
"San Sebastián De Los Reyes",2017,1,10.2904724051001
"Torrejón De Ardoz",2017,1,7.65340096266744
"Torrelodones",2017,1,10.3569748264934
"Tres Cantos",2017,1,8.99398008403593
"Valdemoro",2017,1,7.75552641278018
"Villanueva De La Cañada",2017,1,9.15489623628569
"Villaviciosa De Odón",2017,1,11.4944366218128
"Alcalá De Henares",2017,2,8.13988040828824
"Alcobendas",2017,2,10.8076996169698
"Alcorcón",2017,2,8.6495277811464
"Alpedrete",2017,2,8.6670625002112
"Aranjuez",2017,2,6.86241413641013
"Arroyomolinos",2017,2,8.30891612426718
"Boadilla Del Monte",2017,2,10.2811499088539
"Ciempozuelos",2017,2,7.84593926348334
"Collado Villalba",2017,2,7.96118679572515
"Colmenar Viejo",2017,2,9.07496983741117
"Coslada",2017,2,8.50261129004948
"Escorial (El)",2017,2,7.9932843890779
"Fuenlabrada",2017,2,7.96328601958548
"Galapagar",2017,2,7.03327114781863
"Getafe",2017,2,9.25228981260232
"La Moraleja",2017,2,14.8495064019641
"Leganés",2017,2,9.07805466405583
"Majadahonda",2017,2,12.5028031175278
"Móstoles",2017,2,8.0334958173081
"Navalcarnero",2017,2,6.48746894642298
"Paracuellos Del Jarama",2017,2,8.56008091324301
"Parla",2017,2,6.81015056283719
"Pinto",2017,2,8.37414570217048
"Pozuelo De Alarcón",2017,2,12.2440159342793
"Rivas Vaciamadrid",2017,2,8.46439990649312
"Rozas De Madrid (Las)",2017,2,10.5811737238772
"San Lorenzo Del Escorial",2017,2,7.98308094376527
"San Sebastián De Los Reyes",2017,2,10.1931035827075
"Torrejón De Ardoz",2017,2,7.94311542570955
"Torrelodones",2017,2,9.17468585391497
"Tres Cantos",2017,2,9.83889427756639
"Valdemoro",2017,2,7.99972211020489
"Villanueva De La Cañada",2017,2,9.65832011259216
"Villaviciosa De Odón",2017,2,10.909438366124
"Alcalá De Henares",2017,3,8.13957954272771
"Alcobendas",2017,3,11.2623354048888
"Alcorcón",2017,3,8.88116593231892
"Alpedrete",2017,3,7.06313080371873
"Aranjuez",2017,3,6.73403487607873
"Arroyomolinos",2017,3,9.65482577531757
"Boadilla Del Monte",2017,3,10.3479855688102
"Ciempozuelos",2017,3,7.24446842820134
"Collado Villalba",2017,3,8.26422666507938
"Colmenar Viejo",2017,3,7.62362499733801
"Coslada",2017,3,9.75942848587865
"Escorial (El)",2017,3,7.43597358140505
"Fuenlabrada",2017,3,7.87528470657092
"Galapagar",2017,3,7.20266247865326
"Getafe",2017,3,9.40583041066327
"La Moraleja",2017,3,15.72219200086
"Leganés",2017,3,8.9615916617101
"Majadahonda",2017,3,12.1968550942662
"Móstoles",2017,3,8.54556360953455
"Navalcarnero",2017,3,7.00743890160174
"Paracuellos Del Jarama",2017,3,8.51094276094276
"Parla",2017,3,6.77202457826492
"Pinto",2017,3,7.63784131625566
"Pozuelo De Alarcón",2017,3,11.5303254292372
"Rivas Vaciamadrid",2017,3,9.09530965708939
"Rozas De Madrid (Las)",2017,3,11.3320148788927
"San Lorenzo Del Escorial",2017,3,8.53349745438837
"San Sebastián De Los Reyes",2017,3,10.4732362357511
"Torrejón De Ardoz",2017,3,8.16137464067808
"Torrelodones",2017,3,10.1838024307379
"Tres Cantos",2017,3,10.2394375035274
"Valdemoro",2017,3,8.44442081325621
"Villanueva De La Cañada",2017,3,9.32184907476261
"Villaviciosa De Odón",2017,3,11.080643321524
"Alcalá De Henares",2017,4,8.36210199821559
"Alcobendas",2017,4,11.1468989266114
"Alcorcón",2017,4,9.24616212654047
"Alpedrete",2017,4,7.81401287787842
"Aranjuez",2017,4,6.93968736910424
"Arroyomolinos",2017,4,9.73493957023368
"Boadilla Del Monte",2017,4,10.8188465248902
"Ciempozuelos",2017,4,6.43541219295025
"Collado Villalba",2017,4,8.54572660534354
"Colmenar Viejo",2017,4,8.33895204409175
"Coslada",2017,4,9.50978580378209
"Escorial (El)",2017,4,7.48656686707568
"Fuenlabrada",2017,4,7.90072670348431
"Galapagar",2017,4,8.26632592561603
"Getafe",2017,4,9.3691614388012
"La Moraleja",2017,4,15.1332344101177
"Leganés",2017,4,8.80594516271293
"Majadahonda",2017,4,12.0546147197464
"Móstoles",2017,4,8.83231602126327
"Navalcarnero",2017,4,7.24100604901573
"Paracuellos Del Jarama",2017,4,9.57062245025208
"Parla",2017,4,7.17589949986652
"Pinto",2017,4,7.94004692174985
"Pozuelo De Alarcón",2017,4,13.2230273198041
"Rivas Vaciamadrid",2017,4,10.2007702045747
"Rozas De Madrid (Las)",2017,4,11.3548750324352
"San Lorenzo Del Escorial",2017,4,8.13586368891448
"San Sebastián De Los Reyes",2017,4,11.1880546657065
"Torrejón De Ardoz",2017,4,8.22422274645897
"Torrelodones",2017,4,10.7712296909924
"Tres Cantos",2017,4,10.4821941447981
"Valdemoro",2017,4,8.56917977634959
"Villanueva De La Cañada",2017,4,9.99252743537733
"Villaviciosa De Odón",2017,4,12.4248575802843
"Alcalá De Henares",2018,1,8.86185150829679
"Alcobendas",2018,1,10.8479550771
"Alcorcón",2018,1,9.41572616408168
"Alpedrete",2018,1,7.37227787097399
"Aranjuez",2018,1,7.59720685344965
"Arroyomolinos",2018,1,9.29746151151034
"Boadilla Del Monte",2018,1,10.7076952753875
"Ciempozuelos",2018,1,7.27003832751919
"Collado Villalba",2018,1,8.35430710670894
"Colmenar Viejo",2018,1,8.93641170079362
"Coslada",2018,1,9.2055138727988
"Escorial (El)",2018,1,8.27585951981181
"Fuenlabrada",2018,1,8.26232284143095
"Galapagar",2018,1,7.88485724659661
"Getafe",2018,1,9.67721421125132
"La Moraleja",2018,1,14.5808876960001
"Leganés",2018,1,9.19283288546924
"Majadahonda",2018,1,11.9016616671569
"Móstoles",2018,1,8.526425574059
"Navalcarnero",2018,1,7.79993701099287
"Paracuellos Del Jarama",2018,1,8.68101411347067
"Parla",2018,1,7.3873080004112
"Pinto",2018,1,8.34836174253859
"Pozuelo De Alarcón",2018,1,12.6551181378191
"Rivas Vaciamadrid",2018,1,10.0095307660831
"Rozas De Madrid (Las)",2018,1,11.591428766733
"San Lorenzo Del Escorial",2018,1,8.6867925999584
"San Sebastián De Los Reyes",2018,1,11.5337406254514
"Torrejón De Ardoz",2018,1,8.15763163921898
"Torrelodones",2018,1,10.3605223168544
"Tres Cantos",2018,1,10.0118149605659
"Valdemoro",2018,1,8.10367814275438
"Villanueva De La Cañada",2018,1,9.88977806078846
"Villaviciosa De Odón",2018,1,13.0691090719632
"Alcalá De Henares",2018,2,9.49509379275297
"Alcobendas",2018,2,11.3101583425142
"Alcorcón",2018,2,9.45452584093751
"Alpedrete",2018,2,8.70521868394577
"Aranjuez",2018,2,5.18719963220919
"Arroyomolinos",2018,2,10.4707130408048
"Boadilla Del Monte",2018,2,11.1468042598007
"Ciempozuelos",2018,2,6.99412475182433
"Collado Villalba",2018,2,8.56433380432968
"Colmenar Viejo",2018,2,8.84148657227827
"Coslada",2018,2,9.43100155344186
"Escorial (El)",2018,2,8.11494596303934
"Fuenlabrada",2018,2,8.47017141730493
"Galapagar",2018,2,7.90931697147566
"Getafe",2018,2,9.85808021592672
"La Moraleja",2018,2,15.2393144920971
"Leganés",2018,2,9.13552610715563
"Majadahonda",2018,2,12.7182092371268
"Móstoles",2018,2,8.93917196870538
"Navalcarnero",2018,2,9.60885247733088
"Paracuellos Del Jarama",2018,2,8.90910233235195
"Parla",2018,2,7.38867096373219
"Pinto",2018,2,8.70299409969185
"Pozuelo De Alarcón",2018,2,12.1858316318358
"Rivas Vaciamadrid",2018,2,8.75578204522126
"Rozas De Madrid (Las)",2018,2,11.6159795376926
"San Lorenzo Del Escorial",2018,2,8.80220027355929
"San Sebastián De Los Reyes",2018,2,11.5345017324151
"Torrejón De Ardoz",2018,2,8.32439386451541
"Torrelodones",2018,2,10.5535343548597
"Tres Cantos",2018,2,10.781348285996
"Valdemoro",2018,2,7.81265294516627
"Villanueva De La Cañada",2018,2,11.6322756649198
"Villaviciosa De Odón",2018,2,14.0508005321085
