PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;D01;V01;D02;V02;D03;V03;D04;V04;D05;V05;D06;V06;D07;V07;D08;V08;D09;V09;D10;V10;D11;V11;D12;V12;D13;V13;D14;V14;D15;V15;D16;V16;D17;V17;D18;V18;D19;V19;D20;V20;D21;V21;D22;V22;D23;V23;D24;V24;D25;V25;D26;V26;D27;V27;D28;V28;D29;V29;D30;V30;D31;V31
28;079;18;1;28079018_1_38;2018;01;00006;V;00006;V;00006;V;00006;V;00005;V;00005;V;00004;V;00007;V;00008;V;00007;V;00007;V;00010;V;00007;V;00007;V;00006;V;00003;V;00004;V;00007;V;00008;V;00008;V;00004;V;00007;V;00008;V;00009;V;00006;V;00002;V;00001;V;00001;V;00005;V;00006;V;00007;V
28;079;18;1;28079018_1_38;2018;02;00006;V;00003;V;00003;V;00001;V;00001;V;00002;V;00003;V;00005;V;00008;V;00005;V;00006;V;00003;V;00005;V;00003;V;00004;V;00005;V;00006;V;00004;V;00004;V;00005;V;00003;V;00005;V;00006;V;00007;V;00006;V;00008;V;00006;V;00007;V;00000;N;00000;N;00000;N
28;079;18;1;28079018_1_38;2018;03;00006;V;00005;V;00005;V;00005;V;00003;V;00003;V;00005;V;00003;V;00003;V;00001;V;00001;V;00003;V;00002;V;00001;V;00002;V;00002;V;00001;V;00003;V;00001;V;00001;V;00002;V;00004;V;00001;V;00002;V;00003;V;00004;V;00005;V;00006;V;00004;V;00004;V;00007;V
28;079;18;1;28079018_1_38;2018;04;00011;V;00012;V;00005;V;00004;V;00006;V;00007;V;00005;V;00005;V;00005;V;00005;V;00005;V;00007;V;00007;V;00012;V;00010;V;00009;V;00013;N;00000;N;00004;N;00004;V;00004;V;00005;V;00007;V;00004;V;00002;V;00002;V;00001;V;00001;V;00001;V;00003;V;00000;N
28;079;18;1;28079018_1_38;2018;05;00005;V;00005;V;00006;V;00005;V;00005;V;00005;V;00006;V;00005;V;00005;V;00005;V;00005;V;00005;V;00002;V;00002;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00004;V;00004;V;00005;V;00003;V;00004;V;00005;V;00005;V;00005;V;00006;V;00005;V;00004;V
28;079;18;1;28079018_1_38;2018;06;00005;V;00004;V;00004;V;00004;V;00004;V;00003;V;00005;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00005;V;00004;V;00004;V;00004;V;00004;V;00005;V;00009;V;00016;N;00000;N;00000;N;00000;N;00006;N;00006;V;00005;V;00005;V;00007;V;00000;N
28;079;18;1;28079018_1_38;2018;07;00007;V;00006;V;00006;V;00007;V;00007;V;00008;V;00008;V;00008;V;00007;V;00007;V;00008;V;00008;V;00008;V;00008;V;00006;V;00005;V;00005;V;00006;V;00006;V;00006;V;00006;V;00007;V;00008;V;00008;V;00008;V;00008;V;00008;V;00007;V;00006;V;00006;V;00007;V
28;079;18;1;28079018_1_38;2018;08;00007;V;00008;V;00007;V;00006;V;00006;V;00007;V;00007;V;00007;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00005;V;00005;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00005;V;00007;V;00007;V;00005;V;00005;V;00005;V
28;079;18;1;28079018_1_38;2018;09;00005;V;00005;V;00006;V;00005;V;00005;V;00005;V;00005;V;00005;V;00007;V;00007;V;00007;V;00007;V;00008;V;00008;V;00007;V;00007;V;00007;V;00007;V;00007;V;00007;V;00006;V;00006;V;00006;V;00006;V;00006;V;00005;V;00005;V;00006;V;00006;V;00006;V;00000;N
28;079;18;1;28079018_1_38;2018;10;00005;V;00006;V;00007;V;00007;V;00007;V;00007;V;00005;V;00005;V;00005;V;00005;V;00006;V;00005;V;00007;V;00005;V;00005;V;00006;V;00006;V;00007;V;00006;V;00006;V;00006;V;00007;V;00007;V;00009;V;00009;V;00006;V;00002;V;00001;V;00003;V;00006;V;00006;V
28;079;18;1;28079018_1_38;2018;11;00008;V;00007;V;00009;V;00009;V;00007;V;00007;V;00008;V;00010;V;00007;V;00006;V;00007;V;00008;V;00010;V;00010;V;00009;V;00009;V;00008;V;00008;V;00007;V;00007;V;00008;V;00009;V;00008;V;00010;V;00008;V;00007;V;00010;V;00014;V;00015;V;00011;V;00000;N
28;079;18;1;28079018_1_38;2018;12;00012;V;00012;V;00011;V;00016;V;00018;V;00015;V;00015;V;00012;V;00015;V;00019;V;00017;V;00013;V;00009;V;00008;V;00011;V;00009;V;00012;V;00014;V;00010;V;00010;V;00010;V;00010;V;00011;V;00016;V;00016;V;00015;V;00016;V;00015;V;00012;V;00015;V;00019;V
28;079;18;6;28079018_6_48;2018;01;000.3;V;000.3;V;000.3;V;000.2;V;000.2;V;000.3;V;000.3;V;000.5;V;000.6;V;000.4;V;000.3;V;000.5;V;000.5;V;000.4;V;000.5;V;000.4;V;000.4;V;000.6;V;000.7;V;000.6;V;000.4;V;000.6;V;000.6;V;000.7;V;000.5;V;000.3;V;000.2;V;000.3;V;000.6;V;000.6;V;000.6;V
28;079;18;6;28079018_6_48;2018;02;000.5;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.6;V;000.4;V;000.4;V;000.3;V;000.4;V;000.3;V;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.5;V;000.5;V;000.5;V;000.6;V;000.5;V;000.4;V;00000;N;00000;N;00000;N
28;079;18;6;28079018_6_48;2018;03;000.3;V;000.3;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;18;6;28079018_6_48;2018;04;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.1;V;000.2;V;000.4;N;00000;N;000.3;N;000.3;V;000.3;V;000.3;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.2;V;000.3;V;000.3;V;00000;N
28;079;18;6;28079018_6_48;2018;05;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.3;V;000.4;V;000.4;V;000.3;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.3;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V
28;079;18;6;28079018_6_48;2018;06;000.4;V;000.4;V;000.4;V;000.3;V;000.3;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.5;N;00000;N;00000;N;00000;N;000.4;N;000.4;V;000.4;V;000.4;V;000.4;V;00000;N
28;079;18;6;28079018_6_48;2018;07;000.4;V;000.4;V;000.5;V;000.5;V;000.4;V;000.5;V;000.5;V;000.5;V;000.5;V;000.5;V;000.5;V;000.5;V;000.5;V;000.5;V;000.5;V;000.5;V;000.5;V;000.5;V;000.6;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.4;V;000.3;V;000.3;V;000.4;V;000.4;V
28;079;18;6;28079018_6_48;2018;08;000.4;V;000.4;V;000.4;V;000.3;V;000.4;V;000.5;V;000.4;V;000.5;V;000.5;V;000.5;V;000.4;V;000.5;V;000.5;V;000.6;V;000.6;V;000.6;V;000.5;V;000.5;V;000.6;V;000.7;V;000.8;V;000.9;V;001.0;V;001.1;V;001.2;V;001.2;V;001.3;V;001.0;V;000.6;V;000.5;V;000.5;V
28;079;18;6;28079018_6_48;2018;09;000.6;V;000.5;V;000.6;V;000.6;V;000.6;V;000.6;V;000.6;V;000.6;V;000.6;V;000.6;V;000.6;V;000.7;V;000.7;V;000.7;V;000.6;V;000.7;V;000.7;V;000.7;V;000.7;V;000.8;V;000.8;V;000.9;V;000.9;V;000.9;V;001.0;V;000.8;V;001.0;V;000.8;V;000.4;V;000.4;V;00000;N
28;079;18;6;28079018_6_48;2018;10;000.3;V;000.3;V;000.4;V;000.4;V;000.5;V;000.4;V;000.2;V;000.3;V;000.4;V;000.5;V;000.5;V;000.5;V;000.6;V;000.4;V;000.4;V;000.5;V;000.5;V;000.5;V;000.4;V;000.4;V;000.5;V;000.6;V;000.6;V;000.7;V;000.7;V;000.6;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V
28;079;18;6;28079018_6_48;2018;11;000.4;V;000.4;V;000.5;V;000.4;V;000.3;V;000.3;V;000.4;V;000.5;V;000.3;V;000.3;V;000.3;V;000.4;V;000.6;V;000.5;V;000.5;V;000.4;V;000.4;V;000.4;V;000.4;V;000.3;V;000.4;V;000.4;V;000.4;V;000.6;V;000.4;V;000.3;V;000.6;V;000.8;V;000.8;V;000.5;V;00000;N
28;079;18;6;28079018_6_48;2018;12;000.6;V;000.6;V;000.6;V;000.9;V;001.0;V;000.8;V;000.7;V;000.6;V;000.8;V;001.0;V;000.7;V;000.6;V;000.3;V;000.4;V;000.5;V;000.3;V;000.6;V;000.7;V;000.5;V;000.4;V;000.4;V;000.5;V;000.5;V;000.9;V;000.7;V;000.8;V;000.8;V;000.7;V;000.6;V;000.8;V;000.9;V
28;079;18;7;28079018_7_8;2018;01;00006;V;00007;V;00018;V;00008;V;00005;V;00004;V;00005;V;00037;V;00055;V;00010;V;00005;V;00045;V;00036;V;00011;V;00033;V;00038;V;00039;V;00090;V;00097;V;00069;V;00020;V;00085;V;00094;V;00111;V;00061;V;00005;V;00003;V;00003;V;00062;V;00070;V;00090;V
28;079;18;7;28079018_7_8;2018;02;00066;V;00019;V;00012;V;00003;V;00009;V;00009;V;00019;V;00027;V;00064;V;00017;V;00027;V;00009;V;00035;V;00004;V;00027;V;00024;V;00022;V;00005;V;00015;V;00020;V;00004;V;00028;V;00035;V;00035;V;00028;V;00040;V;00028;V;00019;V;00000;N;00000;N;00000;N
28;079;18;7;28079018_7_8;2018;03;00004;V;00020;V;00003;V;00003;V;00004;V;00004;V;00005;V;00010;V;00013;V;00004;V;00002;V;00003;V;00008;V;00011;V;00003;V;00003;V;00003;V;00003;V;00004;V;00003;V;00004;V;00009;V;00013;V;00002;V;00002;V;00007;V;00007;V;00030;V;00003;V;00002;V;00002;V
28;079;18;7;28079018_7_8;2018;04;00006;V;00011;V;00003;V;00003;V;00020;V;00021;V;00002;V;00002;V;00003;V;00004;V;00003;V;00004;V;00004;V;00012;V;00003;V;00003;V;00022;N;00000;N;00002;N;00005;V;00003;V;00007;V;00012;V;00012;V;00010;V;00009;V;00005;V;00002;V;00002;V;00003;V;00000;N
28;079;18;7;28079018_7_8;2018;05;00002;V;00003;V;00008;V;00003;V;00003;V;00002;V;00015;V;00015;V;00008;V;00004;V;00006;V;00002;V;00002;V;00002;V;00003;V;00003;V;00004;V;00003;V;00003;V;00002;V;00004;V;00007;V;00007;V;00004;V;00003;V;00003;V;00004;V;00005;V;00010;V;00004;V;00008;V
28;079;18;7;28079018_7_8;2018;06;00012;V;00002;V;00004;V;00003;V;00003;V;00005;V;00015;V;00006;V;00005;V;00005;V;00003;V;00004;V;00003;V;00004;V;00009;V;00003;V;00002;V;00004;V;00003;V;00003;V;00005;V;00007;N;00000;N;00000;N;00000;N;00004;N;00003;V;00005;V;00003;V;00002;V;00000;N
28;079;18;7;28079018_7_8;2018;07;00002;V;00002;V;00004;V;00005;V;00003;V;00006;V;00002;V;00002;V;00004;V;00002;V;00003;V;00002;V;00002;V;00002;V;00002;V;00002;V;00003;V;00003;V;00008;V;00005;V;00002;V;00002;V;00003;V;00003;V;00010;V;00011;V;00007;V;00002;V;00002;V;00006;V;00006;V
28;079;18;7;28079018_7_8;2018;08;00005;V;00006;V;00005;V;00002;V;00002;V;00005;V;00005;V;00005;V;00002;V;00002;V;00002;V;00002;V;00004;V;00002;V;00001;V;00002;V;00002;V;00001;V;00002;V;00003;V;00005;V;00004;V;00004;V;00004;V;00002;V;00001;V;00010;V;00007;V;00006;V;00004;V;00003;V
28;079;18;7;28079018_7_8;2018;09;00003;V;00002;V;00006;V;00006;V;00002;V;00003;V;00002;V;00004;V;00007;V;00004;V;00008;V;00007;V;00010;V;00007;V;00002;V;00006;V;00005;V;00006;V;00009;V;00012;V;00011;V;00004;V;00004;V;00004;V;00006;V;00003;V;00007;V;00019;N;00012;V;00011;V;00000;N
28;079;18;7;28079018_7_8;2018;10;00003;V;00018;V;00026;V;00035;V;00035;V;00013;V;00002;V;00010;V;00006;V;00014;V;00019;V;00009;V;00029;V;00003;V;00006;V;00021;V;00023;V;00012;V;00004;V;00003;V;00004;V;00031;V;00024;V;00060;V;00063;V;00050;V;00004;V;00003;V;00004;V;00008;V;00007;V
28;079;18;7;28079018_7_8;2018;11;00024;V;00005;V;00034;V;00021;V;00004;V;00005;V;00018;V;00038;V;00002;V;00003;V;00005;V;00021;V;00039;V;00025;V;00023;V;00016;V;00006;V;00003;V;00005;V;00003;V;00011;V;00018;V;00007;V;00037;V;00006;V;00004;V;00049;V;00096;V;00096;V;00034;V;00000;N
28;079;18;7;28079018_7_8;2018;12;00043;V;00045;V;00042;V;00119;V;00140;V;00073;V;00076;V;00036;V;00071;V;00131;V;00088;V;00053;V;00007;V;00005;V;00028;V;00004;V;00057;V;00073;V;00017;V;00015;V;00011;V;00012;V;00042;V;00107;V;00068;V;00083;V;00117;V;00085;V;00033;V;00064;V;00099;V
28;079;18;8;28079018_8_8;2018;01;00024;V;00032;V;00037;V;00026;V;00025;V;00026;V;00027;V;00062;V;00058;V;00041;V;00024;V;00063;V;00054;V;00035;V;00050;V;00057;V;00054;V;00076;V;00080;V;00068;V;00043;V;00059;V;00064;V;00069;V;00045;V;00023;V;00016;V;00020;V;00066;V;00066;V;00080;V
28;079;18;8;28079018_8_8;2018;02;00059;V;00043;V;00033;V;00023;V;00039;V;00030;V;00041;V;00052;V;00074;V;00042;V;00046;V;00037;V;00047;V;00022;V;00054;V;00048;V;00039;V;00026;V;00032;V;00038;V;00030;V;00048;V;00059;V;00063;V;00066;V;00073;V;00061;V;00049;V;00000;N;00000;N;00000;N
28;079;18;8;28079018_8_8;2018;03;00026;V;00049;V;00021;V;00020;V;00023;V;00024;V;00030;V;00048;V;00049;V;00030;V;00009;V;00016;V;00034;V;00036;V;00015;V;00019;V;00018;V;00016;V;00021;V;00013;V;00019;V;00039;V;00046;V;00009;V;00012;V;00036;V;00026;V;00036;V;00012;V;00007;V;00011;V
28;079;18;8;28079018_8_8;2018;04;00033;V;00035;V;00015;V;00014;V;00044;V;00060;V;00022;V;00012;V;00017;V;00023;V;00017;V;00023;V;00026;V;00036;V;00016;V;00015;V;00041;N;00000;N;00022;N;00021;V;00027;V;00036;V;00043;V;00044;V;00042;V;00038;V;00019;V;00010;V;00009;V;00016;V;00000;N
28;079;18;8;28079018_8_8;2018;05;00015;V;00025;V;00028;V;00020;V;00021;V;00017;V;00035;V;00042;V;00032;V;00027;V;00029;V;00012;V;00010;V;00013;V;00021;V;00024;V;00028;V;00027;V;00026;V;00015;V;00028;V;00044;V;00036;V;00031;V;00028;V;00022;V;00024;V;00030;V;00039;V;00024;V;00022;V
28;079;18;8;28079018_8_8;2018;06;00033;V;00016;V;00023;V;00012;V;00014;V;00021;V;00033;V;00027;V;00019;V;00024;V;00016;V;00023;V;00018;V;00021;V;00033;V;00014;V;00015;V;00020;V;00021;V;00028;V;00031;V;00047;N;00000;N;00000;N;00000;N;00023;N;00021;V;00027;V;00022;V;00014;V;00000;N
28;079;18;8;28079018_8_8;2018;07;00010;V;00015;V;00022;V;00030;V;00021;V;00025;V;00026;V;00018;V;00025;V;00020;V;00024;V;00021;V;00020;V;00016;V;00012;V;00013;V;00026;V;00028;V;00034;V;00024;V;00012;V;00016;V;00025;V;00019;V;00031;V;00041;V;00030;V;00015;V;00012;V;00029;V;00036;V
28;079;18;8;28079018_8_8;2018;08;00048;V;00046;V;00036;V;00017;V;00015;V;00042;V;00031;V;00028;V;00016;V;00014;V;00017;V;00021;V;00024;V;00017;V;00016;V;00021;V;00019;V;00009;V;00019;V;00029;V;00033;V;00033;V;00036;V;00027;V;00016;V;00017;V;00049;V;00037;V;00038;V;00027;V;00025;V
28;079;18;8;28079018_8_8;2018;09;00024;V;00022;V;00028;V;00032;V;00020;V;00024;V;00021;V;00027;V;00036;V;00025;V;00032;V;00043;V;00056;V;00046;V;00022;V;00028;V;00036;V;00036;V;00041;V;00047;V;00045;V;00033;V;00029;V;00021;V;00026;V;00014;V;00027;V;00063;N;00056;V;00049;V;00000;N
28;079;18;8;28079018_8_8;2018;10;00023;V;00039;V;00052;V;00066;V;00067;V;00047;V;00010;V;00029;V;00026;V;00039;V;00044;V;00025;V;00037;V;00013;V;00028;V;00043;V;00048;V;00042;V;00025;V;00023;V;00026;V;00045;V;00048;V;00069;V;00070;V;00072;V;00028;V;00023;V;00020;V;00034;V;00029;V
28;079;18;8;28079018_8_8;2018;11;00036;V;00030;V;00051;V;00035;V;00026;V;00023;V;00043;V;00049;V;00014;V;00015;V;00022;V;00049;V;00054;V;00049;V;00044;V;00044;V;00033;V;00026;V;00028;V;00019;V;00034;V;00054;V;00035;V;00053;V;00027;V;00020;V;00049;V;00061;V;00065;V;00051;V;00000;N
28;079;18;8;28079018_8_8;2018;12;00052;V;00047;V;00047;V;00065;V;00072;V;00052;V;00047;V;00044;V;00055;V;00081;V;00067;V;00048;V;00024;V;00028;V;00047;V;00020;V;00063;V;00065;V;00046;V;00041;V;00042;V;00046;V;00042;V;00062;V;00055;V;00062;V;00065;V;00057;V;00046;V;00064;V;00079;V
28;079;18;10;28079018_10_47;2018;01;00023;V;00007;V;00008;V;00006;V;00004;V;00003;V;00003;V;00009;V;00016;V;00013;V;00008;V;00018;V;00018;V;00011;V;00019;V;00017;V;00016;V;00024;V;00026;V;00026;V;00012;V;00024;V;00024;V;00036;V;00025;V;00007;V;00005;V;00007;V;00021;V;00023;V;00025;V
28;079;18;10;28079018_10_47;2018;02;00023;V;00007;V;00008;V;00005;V;00006;V;00007;V;00008;V;00012;V;00025;V;00011;V;00017;V;00007;V;00013;V;00008;V;00019;V;00035;V;00031;V;00007;V;00009;V;00011;V;00010;V;00018;V;00020;V;00022;V;00029;V;00028;V;00018;V;00011;V;00000;N;00000;N;00000;N
28;079;18;10;28079018_10_47;2018;03;00006;V;00008;V;00007;V;00006;V;00003;V;00004;V;00009;V;00011;V;00012;V;00006;V;00007;V;00009;V;00012;V;00008;V;00007;V;00008;V;00004;V;00008;V;00006;V;00004;V;00010;V;00015;V;00013;V;00005;V;00004;V;00007;V;00008;V;00013;V;00007;V;00004;V;00008;V
28;079;18;10;28079018_10_47;2018;04;00013;V;00018;V;00007;V;00006;V;00012;V;00019;V;00006;V;00004;V;00003;V;00003;V;00004;V;00009;V;00009;V;00014;V;00014;V;00013;V;00021;N;00000;N;00016;N;00040;V;00038;V;00036;V;00032;V;00035;V;00038;V;00034;V;00024;V;00010;V;00005;V;00006;V;00000;N
28;079;18;10;28079018_10_47;2018;05;00005;V;00007;V;00008;V;00010;V;00016;V;00013;V;00017;V;00016;V;00024;V;00012;V;00018;V;00013;V;00010;V;00008;V;00020;V;00016;V;00013;V;00013;V;00015;V;00012;V;00014;V;00014;V;00017;V;00015;V;00013;V;00012;V;00014;V;00014;V;00016;V;00013;V;00013;V
28;079;18;10;28079018_10_47;2018;06;00016;V;00011;V;00016;V;00008;V;00007;V;00011;V;00013;V;00012;V;00012;V;00012;V;00009;V;00010;V;00013;V;00012;V;00020;V;00017;V;00013;V;00014;V;00019;V;00022;V;00027;V;00044;N;00000;N;00000;N;00000;N;00071;N;00032;V;00040;V;00038;V;00031;V;00000;N
28;079;18;10;28079018_10_47;2018;07;00011;V;00021;V;00017;V;00021;V;00015;V;00024;V;00024;V;00026;V;00025;V;00030;V;00032;V;00026;V;00052;V;00033;V;00022;V;00021;V;00025;V;00028;V;00029;V;00028;V;00017;V;00028;V;00040;V;00028;V;00033;V;00041;V;00028;V;00020;V;00017;V;00023;V;00021;V
28;079;18;10;28079018_10_47;2018;08;00028;V;00030;V;00067;V;00042;V;00042;V;00066;V;00057;V;00039;V;00025;V;00039;V;00091;V;00037;V;00018;V;00014;V;00016;V;00026;V;00017;V;00011;V;00015;V;00016;V;00018;V;00020;V;00023;V;00021;V;00014;V;00016;V;00024;V;00031;V;00026;V;00025;V;00024;V
28;079;18;10;28079018_10_47;2018;09;00084;N;00086;N;00040;V;00042;V;00027;V;00022;V;00015;V;00021;V;00011;V;00007;V;00011;V;00019;V;00019;V;00020;V;00023;V;00017;V;00028;V;00022;N;00002;N;00022;V;00018;V;00019;V;00019;V;00011;V;00012;V;00025;V;00016;V;00011;V;00015;V;00036;V;00000;N
28;079;18;10;28079018_10_47;2018;10;00003;V;00004;V;00011;V;00010;V;00023;V;00014;V;00009;V;00002;V;00002;V;00009;V;00027;V;00020;V;00019;V;00006;V;00003;V;00018;V;00003;V;00006;V;00007;V;00006;V;00011;V;00015;V;00023;V;00029;V;00028;V;00018;V;00003;V;00006;V;00016;V;00004;V;00004;V
28;079;18;10;28079018_10_47;2018;11;00014;N;00005;N;00007;N;00010;N;00001;N;00003;N;00005;N;00010;N;00004;N;00005;N;00001;N;00003;N;00008;N;00010;N;00002;N;00001;N;00001;N;00001;N;00001;N;00001;N;00003;N;00021;N;00002;N;00005;N;00001;N;00001;N;00004;N;00009;N;00011;N;00002;N;00000;N
28;079;18;10;28079018_10_47;2018;12;00004;N;00001;N;00004;N;00011;N;00040;V;00025;V;00024;V;00016;V;00024;V;00033;V;00029;V;00026;V;00009;V;00010;V;00017;V;00007;V;00022;V;00026;V;00012;V;00012;V;00012;V;00013;V;00016;V;00024;V;00021;V;00023;V;00032;V;00026;V;00016;V;00020;V;00034;V
28;079;18;12;28079018_12_8;2018;01;00033;V;00044;V;00065;V;00038;V;00033;V;00032;V;00035;V;00120;V;00141;V;00056;V;00032;V;00133;V;00109;V;00051;V;00101;V;00114;V;00115;V;00214;V;00229;V;00173;V;00074;V;00189;V;00209;V;00240;V;00138;V;00031;V;00021;V;00025;V;00161;V;00174;V;00219;V
28;079;18;12;28079018_12_8;2018;02;00161;V;00073;V;00051;V;00028;V;00054;V;00044;V;00071;V;00093;V;00172;V;00068;V;00088;V;00051;V;00100;V;00028;V;00094;V;00084;V;00072;V;00034;V;00054;V;00069;V;00037;V;00090;V;00113;V;00117;V;00108;V;00134;V;00104;V;00078;V;00000;N;00000;N;00000;N
28;079;18;12;28079018_12_8;2018;03;00033;V;00080;V;00025;V;00024;V;00028;V;00031;V;00037;V;00063;V;00069;V;00037;V;00012;V;00020;V;00046;V;00054;V;00020;V;00024;V;00022;V;00020;V;00028;V;00018;V;00026;V;00053;V;00065;V;00012;V;00016;V;00047;V;00037;V;00082;V;00016;V;00009;V;00014;V
28;079;18;12;28079018_12_8;2018;04;00042;V;00053;V;00020;V;00019;V;00075;V;00091;V;00025;V;00016;V;00022;V;00029;V;00022;V;00030;V;00032;V;00055;V;00020;V;00019;V;00075;N;00000;N;00025;N;00028;V;00032;V;00047;V;00060;V;00063;V;00057;V;00051;V;00026;V;00013;V;00011;V;00020;V;00000;N
28;079;18;12;28079018_12_8;2018;05;00018;V;00029;V;00040;V;00025;V;00026;V;00020;V;00058;V;00065;V;00044;V;00034;V;00038;V;00016;V;00013;V;00017;V;00027;V;00029;V;00034;V;00032;V;00031;V;00018;V;00034;V;00054;V;00047;V;00036;V;00033;V;00027;V;00030;V;00037;V;00055;V;00030;V;00034;V
28;079;18;12;28079018_12_8;2018;06;00051;V;00019;V;00030;V;00016;V;00019;V;00029;V;00055;V;00036;V;00026;V;00031;V;00020;V;00029;V;00022;V;00026;V;00047;V;00019;V;00018;V;00027;V;00026;V;00033;V;00038;V;00058;N;00000;N;00000;N;00000;N;00029;N;00025;V;00034;V;00027;V;00017;V;00000;N
28;079;18;12;28079018_12_8;2018;07;00013;V;00018;V;00028;V;00038;V;00025;V;00035;V;00029;V;00020;V;00030;V;00024;V;00027;V;00024;V;00023;V;00019;V;00015;V;00016;V;00031;V;00032;V;00047;V;00032;V;00015;V;00019;V;00030;V;00024;V;00046;V;00058;V;00042;V;00019;V;00015;V;00038;V;00044;V
28;079;18;12;28079018_12_8;2018;08;00055;V;00055;V;00043;V;00019;V;00018;V;00050;V;00039;V;00036;V;00019;V;00017;V;00020;V;00024;V;00029;V;00020;V;00018;V;00024;V;00022;V;00011;V;00022;V;00033;V;00040;V;00038;V;00042;V;00033;V;00018;V;00019;V;00064;V;00048;V;00047;V;00033;V;00029;V
28;079;18;12;28079018_12_8;2018;09;00029;V;00025;V;00037;V;00042;V;00024;V;00029;V;00024;V;00033;V;00047;V;00031;V;00045;V;00054;V;00071;V;00056;V;00025;V;00037;V;00044;V;00046;V;00055;V;00065;V;00062;V;00039;V;00035;V;00027;V;00035;V;00018;V;00038;V;00091;N;00074;V;00066;V;00000;N
28;079;18;12;28079018_12_8;2018;10;00027;V;00065;V;00091;V;00120;V;00121;V;00067;V;00013;V;00043;V;00035;V;00061;V;00073;V;00039;V;00082;V;00018;V;00038;V;00075;V;00084;V;00060;V;00031;V;00028;V;00033;V;00093;V;00085;V;00161;V;00166;V;00149;V;00034;V;00028;V;00026;V;00046;V;00039;V
28;079;18;12;28079018_12_8;2018;11;00072;V;00037;V;00103;V;00068;V;00031;V;00031;V;00071;V;00107;V;00017;V;00019;V;00030;V;00082;V;00113;V;00087;V;00079;V;00069;V;00043;V;00031;V;00036;V;00025;V;00051;V;00082;V;00045;V;00109;V;00035;V;00026;V;00124;V;00209;V;00213;V;00103;V;00000;N
28;079;18;12;28079018_12_8;2018;12;00118;V;00116;V;00112;V;00248;V;00287;V;00163;V;00163;V;00099;V;00164;V;00282;V;00203;V;00129;V;00034;V;00036;V;00091;V;00025;V;00150;V;00177;V;00073;V;00064;V;00058;V;00065;V;00106;V;00227;V;00159;V;00190;V;00245;V;00187;V;00096;V;00161;V;00231;V
28;079;18;14;28079018_14_6;2018;01;00051;V;00042;V;00018;V;00020;V;00037;V;00052;V;00043;V;00017;V;00004;V;00022;V;00054;V;00020;V;00009;V;00034;V;00014;V;00013;V;00022;V;00009;V;00006;V;00012;V;00025;V;00006;V;00006;V;00005;V;00013;V;00051;V;00062;V;00057;V;00024;V;00012;V;00008;V
28;079;18;14;28079018_14_6;2018;02;00021;V;00039;V;00045;V;00049;V;00031;V;00043;V;00036;V;00031;V;00012;V;00048;V;00028;V;00043;V;00033;V;00048;V;00019;V;00013;V;00027;V;00050;V;00047;V;00043;V;00050;V;00041;V;00033;V;00027;V;00028;V;00022;V;00028;V;00024;V;00000;N;00000;N;00000;N
28;079;18;14;28079018_14_6;2018;03;00060;V;00037;V;00072;V;00068;V;00068;V;00059;V;00060;V;00039;V;00024;V;00048;V;00080;V;00071;V;00046;V;00036;V;00079;V;00067;V;00068;V;00072;V;00067;V;00074;V;00081;V;00058;V;00039;V;00081;V;00081;V;00058;V;00055;V;00036;V;00064;V;00091;V;00081;V
28;079;18;14;28079018_14_6;2018;04;00052;V;00056;V;00068;V;00077;V;00048;V;00029;V;00069;V;00068;V;00078;V;00069;V;00078;V;00066;V;00071;V;00045;V;00058;V;00076;V;00032;N;00000;N;00099;N;00080;V;00066;V;00050;V;00036;V;00044;V;00049;V;00056;V;00070;V;00075;V;00080;V;00072;V;00000;N
