id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
16671280,"Habitación doble con baño, zona IFEMA, Aeropuerto",110276824,Natividad,San Blas - Canillejas,Canillejas,40.44714,-3.61391,Private room,50,2,2,2017-09-25,0.06,1,0
16673027,Tu casa en el Barrio de Las Letras  (2 izq),24619741,Begoña,Centro,Cortes,40.41187,-3.6978,Entire home/apt,70,1,138,2019-09-15,4.21,4,299
16674281,ENJOY MADRID CENTER,29226090,Sofia,Centro,Universidad,40.42614,-3.71138,Entire home/apt,200,364,23,2018-01-03,0.72,1,365
16675905,APARTAMENTO MADRID CENTRO LAVAPIES 2,69009447,Ricardo,Centro,Embajadores,40.40635,-3.70399,Entire home/apt,72,1,346,2019-09-16,10.90,6,101
16681868,Habitación individual en apartamento tranquilo .,110412388,María Paz,Puente de Vallecas,Palomeras Sureste,40.38731,-3.64426,Private room,16,2,102,2019-08-28,3.24,1,61
16685013,Un rincón bonito y especial en el Madrid más real,33587265,Eduardo,Tetuán,Cuatro Caminos,40.45292,-3.70252,Entire home/apt,50,2,87,2019-07-14,2.70,6,322
16687146,Cómoda habitación para una persona,104512277,Rebeca,Ciudad Lineal,Pueblo Nuevo,40.4253,-3.6419,Private room,20,1,136,2019-09-04,4.16,2,274
16695733,Tranquilidad e independencia,110578128,Francisco Carlos,Carabanchel,Buenavista,40.36371,-3.75812,Private room,50,30,0,,,2,365
16697242,"Clean, cozy, heated room",23882318,Héctor,Ciudad Lineal,Pueblo Nuevo,40.43412,-3.63998,Private room,25,1,20,2019-06-02,0.62,1,0
16700657,Well-located and stunning flat for up to 4 guest,110613027,Diana,Centro,Justicia,40.42577,-3.6961,Entire home/apt,190,2,51,2019-09-16,1.64,1,77
16701828,"Habitación indivual o doble, zona Estación Atocha",110636079,Gabriel,Arganzuela,Palos de Moguer,40.40701,-3.69351,Private room,24,2,93,2019-09-06,2.87,1,56
16702659,"""Diseño y Vanguardia"" Loft al lado del aeropuerto",74083506,Margarita,San Blas - Canillejas,Canillejas,40.44603,-3.61077,Entire home/apt,75,2,48,2019-09-15,1.50,1,57
16705772,Nice Room for 1 quiet girl,3838935,Ascen,Retiro,Pacífico,40.40479,-3.674,Private room,33,2,3,2017-07-03,0.11,1,0
16712619,"Central, stylish and bright with balcony and AC!",37291567,Luis,Centro,Justicia,40.42494,-3.69989,Hotel room,85,2,15,2019-06-29,0.46,43,301
16712936,"Private terrace, central, stylish, spacious, AC!",37291567,Luis,Centro,Justicia,40.42479,-3.69827,Hotel room,100,2,3,2018-08-03,0.18,43,229
16713703,Habitación privada gran confort,531599,Sandra,Tetuán,Almenara,40.47247,-3.69659,Private room,25,1,116,2019-07-19,3.64,1,63
16713824,estupendo apartamento centro malasaña,104826573,Jose Luis,Centro,Universidad,40.42388,-3.70105,Entire home/apt,85,4,20,2019-06-17,0.64,1,329
16715643,Habitacion cerca del palacio real,109880582,Manuel .,Centro,Palacio,40.41999,-3.71105,Private room,45,1,69,2019-06-15,2.21,2,351
16715662,Confortable Room with Doble Bed,110687406,David,Arganzuela,Chopera,40.39464,-3.69916,Private room,22,2,42,2019-08-19,1.56,1,230
16716492,Precioso Piso en el Corazón del Arte (3ero I),24619741,Begoña,Centro,Cortes,40.41266,-3.69663,Entire home/apt,90,1,45,2019-07-05,1.39,4,327
16717000,Habitación Madrid,110789469,Abraham,Ciudad Lineal,San Pascual,40.443,-3.65663,Shared room,17,60,0,,,1,47
16717289,"Wonderful apartment, 85 sqm. Plaza de España",74964272,Pedro,Moncloa - Aravaca,Argüelles,40.42521,-3.71352,Entire home/apt,105,2,135,2019-08-23,4.25,3,129
16717677,Mini estudio. Very Small and cozi flat (Madrid).,28401185,Miguel Zambrano,Centro,Cortes,40.41402,-3.69991,Entire home/apt,35,5,59,2019-08-18,1.82,2,293
16719324,WONDERFUL APT IN HISTORICAL CITY CENTER,77213873,Loren,Centro,Palacio,40.41292,-3.70822,Entire home/apt,195,2,152,2019-09-14,4.75,3,275
16721056,Charming Flat in Center La Latina-Rastro,7395294,Olivier,Centro,Embajadores,40.40893,-3.70498,Entire home/apt,65,2,177,2019-09-05,5.96,2,99
16721134,Apartamento Madrid Rio,9846097,Jesus,Carabanchel,Comillas,40.39319,-3.70742,Entire home/apt,65,5,12,2018-09-16,0.38,19,355
16721576,Vacaciones en Madrid,110789241,Seyed Mohammad,Puente de Vallecas,San Diego,40.38848,-3.66637,Private room,20,1,28,2019-06-09,0.94,2,147
16722483,(Sofa-Cama) al lado de Parque Retiró. Tipo estudio,90391107,Daklin,Retiro,Ibiza,40.41847,-3.67109,Shared room,18,10,38,2019-05-08,1.17,1,78
16725186,"2 km to Madrid Airport, Individual Room with Wifi",96825438,Pako,Barajas,Aeropuerto,40.45036,-3.58989,Private room,21,1,317,2019-09-17,9.70,2,247
16728024,Amazing flat in the best neighborhood of Madrid,92253742,Carine,Salamanca,Recoletos,40.42672,-3.68064,Entire home/apt,75,6,33,2019-09-15,3.28,1,305
16728168,"Habitación luminosa a 5min Aeropuerto Madrid, Wifi",96825438,Pako,Barajas,Alameda de Osuna,40.45196,-3.59189,Private room,20,1,312,2019-09-17,9.62,2,318
16730052,"INCREDIBLE FLAT, GREAT LOCATION BY PLAZA ESPAÑA !",6271519,Luz,Centro,Universidad,40.42992,-3.71323,Entire home/apt,90,21,24,2019-01-03,0.77,4,284
16733491,(APARTAMENTO SOL Y MAR) VELAZQUEZ,21806105,Ricardo,Salamanca,Goya,40.42732,-3.67946,Entire home/apt,60,3,15,2017-06-06,0.47,2,338
16734138,Love Gravina: Luxury Apartment in Chueca,20054897,Angela,Centro,Justicia,40.42405,-3.69718,Entire home/apt,109,2,134,2019-09-16,4.26,1,54
16734324,Luxury loft in the centre of Madrid ¡RETIRO PARK!,107335103,Daniel,Retiro,Pacífico,40.40731,-3.67641,Entire home/apt,400,1,1,2019-09-12,1,32,131
16734934,Apartamento Madrid Casco Antiguo,82175,Jesus,Centro,Palacio,40.41638,-3.70917,Entire home/apt,80,6,9,2019-03-05,0.30,4,17
16736991,PISO ABUHARDILLADO CHUECA,48010985,Adrian,Centro,Justicia,40.42269,-3.69824,Entire home/apt,60,2,8,2019-07-08,0.25,3,287
16738705,PLAZA MAYOR Luxury House (4BR 3.5BT),17499500,Iakai Homes,Centro,Embajadores,40.4126,-3.70354,Entire home/apt,400,2,71,2019-06-17,2.19,34,256
16745346,Agradable Apartamento duplex Centro/Chamberi,9303862,Jose Antonio,Chamberí,Trafalgar,40.43016,-3.70526,Entire home/apt,48,2,52,2019-07-11,1.70,1,202
16746286,Piso estiloso junto a la Milla de Oro,3566146,Home Club Premium,Salamanca,Recoletos,40.4271,-3.68381,Entire home/apt,671,3,7,2019-08-20,0.21,9,301
16746472,"APARTMENT IN THE CENTER,LAVAPIES,WIFI,AC,7PAX!",103848296,Rosa,Centro,Embajadores,40.40881,-3.70216,Entire home/apt,80,2,121,2019-08-20,4.07,1,137
16746589,Sol III,99018982,Alterhome,Centro,Sol,40.41678,-3.70539,Hotel room,119,1,12,2018-11-04,0.39,110,314
16747915,LITERA PARA DOS PERSONAS,106263371,Byron Rolando,Latina,Aluche,40.39389,-3.74335,Private room,20,3,116,2019-09-14,3.60,7,61
16748325,Habitacion acogedora a 20 minutos del centro,106263371,Byron Rolando,Latina,Aluche,40.3942,-3.74305,Private room,20,3,130,2019-09-01,4.02,7,324
16749266,WELCOME TO MY HOUSE!!  Habitación con baño privado,60335150,Rosa,Villaverde,Butarque,40.34959,-3.67864,Private room,55,1,9,2019-06-02,0.33,1,180
16754837,Habitación con cama doble cerca del centro,111176074,María Victoria,Arganzuela,Imperial,40.41041,-3.72104,Private room,21,1,30,2018-10-31,0.92,1,0
16759626,"Ale's home, a stylish artist house in La Latina",22411142,Alessandro,Centro,Embajadores,40.41114,-3.70712,Entire home/apt,100,3,39,2019-08-27,1.22,2,4
16762192,Fabulous apartment on Calle Mayor,109988141,Rest In Mayor,Centro,Palacio,40.4171,-3.70913,Entire home/apt,110,2,166,2019-09-08,5.26,6,302
16763469,Habitacion 10 camas Mixto,97914995,Hostels MeetingPoint- Madrid,Centro,Palacio,40.41502,-3.71216,Shared room,16,1,38,2019-09-16,1.28,6,348
16763975,La casa di Ale (room),22411142,Alessandro,Centro,Palacio,40.41254,-3.70875,Private room,45,2,53,2019-03-05,1.64,2,0
16765385,Precioso Ático totalmente remodelado en La Latina,3525874,Naiara,Centro,Palacio,40.40906,-3.71037,Entire home/apt,128,3,79,2019-07-12,2.48,1,139
16767829,LOFT LA LATINA WITH GREAT VIEWS,693119,Andre,Centro,Palacio,40.41211,-3.71277,Entire home/apt,75,2,49,2019-07-09,1.51,1,217
16768362,Habitación amplia Madrid centro..en piso limpio .,111316908,Guillermo León,Centro,Universidad,40.42746,-3.70707,Private room,40,1,34,2019-06-09,1.22,1,52
16768677,⭐️ GORGEOUS flat in Aravaca - Pozuelo ⭐️,104141426,Anyi & Christian,Moncloa - Aravaca,Aravaca,40.4485,-3.77903,Entire home/apt,250,7,3,2019-04-26,0.18,5,98
16768927,Piso céntrico 3 dormitorios,73197739,Raquel,Usera,Moscardó,40.39254,-3.70664,Entire home/apt,90,2,165,2019-08-18,5.09,2,78
16772487,TRENDY NEW  Apartment.,19099150,Juan,Tetuán,Cuatro Caminos,40.44705,-3.70058,Entire home/apt,49,1,145,2019-09-06,4.47,7,310
16777565,Miniapartamento en Plaza Santa Ana,4722486,Marga,Centro,Sol,40.41569,-3.70197,Entire home/apt,65,1,60,2019-09-02,1.98,5,251
16777599,Apartamento acogedor con parking - Plaza Castilla,111418937,Elisa,Tetuán,Berruguete,40.4602,-3.70337,Entire home/apt,68,3,102,2019-09-02,3.17,2,46
16787301,COZY PENTHOUSE IN MADRID RIO,111534344,Susana,Latina,Puerta del Angel,40.41545,-3.72609,Entire home/apt,60,2,64,2019-05-31,2.01,1,193
16792237,"Piso acogedor, perfecto para visitar madrid.",11071738,Cristopher,Moncloa - Aravaca,Casa de Campo,40.4269,-3.72689,Private room,50,1,16,2019-06-02,0.52,1,357
16794999,APARTAMENTO EN LA PUERTA DEL SOL,44273009,Alvaro,Centro,Sol,40.41768,-3.70133,Entire home/apt,80,2,73,2019-09-08,2.31,1,17
16798005,CENTER ATOCHA RETIRO,29053317,Doris Y Ángeles,Retiro,Pacífico,40.40426,-3.68106,Entire home/apt,120,2,69,2019-09-01,2.23,5,35
16801901,*The Wanderlust House* La Latina/Centro+A/C & WiFi,106491123,Antonio,Centro,Palacio,40.4118,-3.70893,Entire home/apt,77,2,134,2019-09-02,4.16,7,326
16804907,19€ habitación 3 camas individual,6556421,Mari,Carabanchel,Comillas,40.398,-3.71533,Private room,29,2,21,2019-05-17,0.71,4,355
16806308,(2) Habitación mochilera en Gran Vía,108286553,Christian,Centro,Justicia,40.42149,-3.69962,Shared room,16,1,156,2019-09-02,4.80,8,73
16806504,Acogedor y céntrico apartamento,111755097,Estela,Centro,Universidad,40.42166,-3.7018,Entire home/apt,80,2,210,2019-09-07,6.54,1,4
16810362,NEW PENTHOUSE - BETWEEN GRAN VIA AND PLAZA MAYOR,20907323,Ruben,Centro,Sol,40.41643,-3.70605,Entire home/apt,90,1,132,2019-09-11,4.06,5,73
16810499,Unique Duplex Attic w/modern amenities,111797968,Wendy,Centro,Universidad,40.42757,-3.70411,Entire home/apt,85,5,21,2019-01-04,0.70,1,323
16810981,LIFE STYLE CENTER,111803297,Ángeles Y Doris,Arganzuela,Delicias,40.40007,-3.69507,Entire home/apt,89,2,44,2019-07-02,1.40,1,132
16817257,APARTMENT IN THE CENTER OF MADRID- IN OPERA- SOL,111875340,María Rocìo,Centro,Palacio,40.4184,-3.70981,Entire home/apt,105,6,8,2019-08-28,0.25,1,109
16823285,"Very central, stylish, spacious, air conditioning!",37291567,Luis,Centro,Justicia,40.42614,-3.69952,Hotel room,94,2,10,2019-04-19,0.37,43,317
16823818,RETIRO & ATOCHA,35398617,Дмитрий,Retiro,Pacífico,40.40562,-3.67246,Entire home/apt,75,3,1,2017-04-04,0.03,4,0
16825258,Your little piece of madrid in the center,26530864,Almudena,Arganzuela,Palos de Moguer,40.40456,-3.69586,Entire home/apt,65,3,66,2019-06-25,2.09,1,319
16830228,Studio Two,107663190,Gloria,Centro,Sol,40.4159,-3.70417,Entire home/apt,80,1,1,2017-04-24,0.03,15,0
16830411,Studio 6,107663190,Gloria,Centro,Sol,40.41661,-3.70349,Entire home/apt,200,1,13,2017-05-14,0.42,15,0
16830596,Apartamento Standard,107663190,Gloria,Centro,Sol,40.41569,-3.70581,Entire home/apt,155,1,0,,,15,0
16834559,Apartamento en el corazón de Madrid,112053373,Elena,Centro,Sol,40.41794,-3.70267,Entire home/apt,80,60,0,,,1,107
16837374,Bright & Stunning 3BD 2BTH -CITY CENTER (TRIBUNAL),111948264,Ángel,Centro,Justicia,40.42655,-3.70105,Entire home/apt,177,2,107,2019-08-24,3.33,1,132
16841195,"CASAMARIO, en pleno centro",112118876,Mario,Centro,Sol,40.41935,-3.70263,Entire home/apt,150,2,83,2019-09-15,2.62,1,61
16848849,Apartamento Salamanca,21731634,Tres Por Tres,Salamanca,Goya,40.42694,-3.6781,Entire home/apt,120,3,24,2019-09-14,0.75,14,331
16851847,Acogedor apartamento en el centro,112229852,Jose,Chamberí,Arapiles,40.43631,-3.71033,Entire home/apt,55,3,34,2018-11-06,1.09,1,0
16851987,Recently renovated apartment in Glorieta de Bilbao,46134368,Marcos,Chamberí,Trafalgar,40.42987,-3.70357,Entire home/apt,170,2,13,2019-05-12,0.46,1,238
16852774,Bright & Unique 1BD with Jacuzzi - MALASAÑA,112241289,Carla,Centro,Universidad,40.42369,-3.70648,Entire home/apt,66,2,66,2019-09-01,2.06,2,333
16855096,Loft in Madrid,97771688,Sebastian,Retiro,Adelfas,40.40101,-3.66832,Entire home/apt,50,1,1,2017-02-05,0.03,1,0
16856445,Modern Apartment in Malasaña,40877988,Eduardo Y Raul,Centro,Universidad,40.42302,-3.70162,Entire home/apt,90,2,129,2019-09-06,3.98,56,195
16856463,Habitación individual en Malasaña,69185114,Leire,Centro,Universidad,40.42812,-3.70418,Private room,25,2,18,2018-05-20,0.56,1,0
16856941,LIGHT Madrid Center CHUECA,8526317,Mario,Centro,Justicia,40.42224,-3.69439,Entire home/apt,99,1,27,2019-02-19,0.84,1,0
16863610,Habitacion Puerta del Sol,49036888,Cecilia Romana,Centro,Palacio,40.42027,-3.71187,Private room,25,2,5,2018-07-16,0.24,1,0
16865230,Malasaña Suite - MADFlats Collection,112373304,Daniel,Centro,Universidad,40.42729,-3.70437,Entire home/apt,94,1,16,2019-09-12,0.55,47,216
16867707,Apartamento Palma 73,61459850,Bea,Moncloa - Aravaca,Argüelles,40.42673,-3.71896,Entire home/apt,49,2,104,2019-09-04,3.24,1,291
16868660,"En Madrid, bien comunicado, barrio seguro.",85187956,Julian,Latina,Aguilas,40.38261,-3.7803,Private room,19,2,1,2017-01-31,0.03,1,0
16869068,Tranquila y acogedora,68247371,Carmen,Carabanchel,Comillas,40.39553,-3.71437,Private room,20,1,146,2019-09-13,4.55,2,64
16870313,Apartamento agradable y muy bien comunicado,112036768,Niculae,Puente de Vallecas,Portazgo,40.39095,-3.6457,Entire home/apt,55,100,2,2017-06-25,0.07,1,0
16872328,Ático con vistas de todo Madrid en Malasaña. WIFI,87848877,Ayoze,Centro,Universidad,40.42722,-3.70904,Entire home/apt,120,2,80,2019-07-21,2.49,7,49
16872465,"PUERTA DEL SOL, ESTUDIO LUMINOSO, DISEÑO Y BALCÓN",16698769,Miguel Angel,Centro,Sol,40.4168,-3.70534,Entire home/apt,82,2,194,2019-09-07,6.55,2,180
16875193,Nuevo apart Milla Oro Salamanca,9392971,Cris&David,Salamanca,Castellana,40.42938,-3.68654,Entire home/apt,85,5,23,2019-07-15,0.74,3,332
16876870,Spacious Exclusive Apartment in heart of Salamanca,10729906,Gaby,Salamanca,Castellana,40.43024,-3.68575,Entire home/apt,236,2,83,2019-08-24,2.60,2,228
16876906,Iluminadas y confortables Habitaciones en Madrid,112503975,Helios,Carabanchel,San Isidro,40.39623,-3.72078,Private room,22,2,77,2019-09-15,2.42,2,323
16882536,Moderno loft en Puerta del Sol. WIFI 4 PAX,87848877,Ayoze,Centro,Sol,40.41511,-3.70455,Entire home/apt,100,2,61,2019-02-28,1.93,7,43
16889632,"Habitación, baño privado cerca Aeropuerto y IFEMA.",112661737,Elsa,Barajas,Alameda de Osuna,40.46081,-3.58668,Private room,33,1,487,2019-09-17,15.19,1,45
16890129,Duplex Deluxe Sol,53419760,Mario,Centro,Sol,40.41566,-3.70615,Entire home/apt,73,2,92,2019-09-05,2.89,5,169
16891620,BNBHolder Luxury Triplex CHAMBERI,28786243,Emilio,Chamberí,Almagro,40.43608,-3.69483,Entire home/apt,100,1,74,2019-09-04,2.41,58,96
16891684,Room Atocha&Retiro,35398617,Дмитрий,Retiro,Pacífico,40.40434,-3.67459,Private room,30,7,3,2017-04-11,0.10,4,0
16893803,COSY ROOM IN A HOUSE - CLOSE TO AIRPORT AND CENTER,29638657,Steve,Hortaleza,Canillas,40.46173,-3.64833,Private room,15,1,5,2018-12-17,0.52,1,0
16894877,LAVAPIÉS Estudio COMPARTIDO / SHARED studio aptmt.,9053879,Aser,Centro,Embajadores,40.40641,-3.69938,Shared room,48,2,35,2019-06-15,1.11,1,0
16895728,Bright Apt with Fabulous Terrace,112739714,Dan,Centro,Embajadores,40.40614,-3.70175,Entire home/apt,70,2,43,2019-09-15,1.35,1,78
16902221,"Estupendo piso a estrenar, en el centro de Madrid",108979636,Fabián,Centro,Embajadores,40.40927,-3.70916,Entire home/apt,50,2,69,2019-09-06,2.20,1,110
16905378,Amazing loft in the heart of Madrid.,39720998,Antonio,Centro,Cortes,40.41269,-3.69702,Entire home/apt,65,2,3,2017-02-26,0.09,1,0
16906233,COZY 1BD APARTMENT - TRAFALGAR,112858693,Marcos,Chamberí,Trafalgar,40.43084,-3.7044,Entire home/apt,60,2,63,2019-09-06,1.98,1,229
16907257,REAL MADRID BERNABEU-Pº DE LA HABANA FOR 4 - 1 BR,88431017,Guillermo,Chamartín,Hispanoamérica,40.45534,-3.68033,Entire home/apt,63,1,167,2019-09-04,5.48,2,343
16907268,Modern Royal Palace Apartment,40877988,Eduardo Y Raul,Centro,Palacio,40.41968,-3.71812,Entire home/apt,75,2,106,2019-09-07,3.29,56,110
16907395,Fantastic apartment on Calle Mayor,109988141,Rest In Mayor,Centro,Palacio,40.41705,-3.70976,Entire home/apt,125,2,155,2019-09-08,4.90,6,325
16907849,"INCREDIBLE FLAT, GREAT LOCATION BY PLAZA ESPAÑA !",12261126,RentAmigos,Centro,Universidad,40.42898,-3.71453,Entire home/apt,100,7,0,,,4,284
16908402,"EXTRAORDINARY LOCATION, GREAT FLAT, PLAZA ESPAÑA !",12261126,RentAmigos,Centro,Universidad,40.42884,-3.71303,Entire home/apt,100,7,2,2019-07-15,0.07,4,285
16909270,"Central penthouse, comfortable and bright",59187172,Sergio,Retiro,Jerónimos,40.40823,-3.68732,Entire home/apt,110,1,267,2019-09-12,8.33,6,174
16910523,MADRID Belle Epoque (central),5144517,Fernando (Swindontravellers),Salamanca,Recoletos,40.4233,-3.68882,Entire home/apt,130,2,61,2019-06-29,1.91,8,160
16911322,Habitación cerca del centro,17320590,Fouad,Puente de Vallecas,Numancia,40.39975,-3.66653,Private room,18,10,17,2019-05-02,0.53,1,64
16913205,Cozy studio in an exceptional area of Madrid,59179613,Bárbara&David,Centro,Cortes,40.41258,-3.69774,Entire home/apt,48,2,148,2019-08-06,4.70,1,0
16913574,Private room with balcony in Lavapies,111301181,Samuel,Centro,Embajadores,40.412,-3.70157,Private room,25,2,127,2019-09-16,3.99,1,35
16914890,Apartamento con espectaculares vistas,112943505,Albano,Chamartín,Hispanoamérica,40.45767,-3.68759,Entire home/apt,100,2,70,2019-09-13,2.23,1,153
16919824,CENTER. Lift. Wi-Fi. A/A.  200mts to Plaza Mayor!,41731653,Jose Maria,Centro,Embajadores,40.41155,-3.70658,Entire home/apt,75,2,276,2019-09-11,8.57,5,172
16920158,"Precioso, cómodo y bien ubicado!",57121418,Esther,Centro,Palacio,40.41593,-3.71041,Entire home/apt,110,3,47,2019-06-24,1.59,6,320
16924691,PISO  EN MADRID,113051725,Mercedes,Villa de Vallecas,Santa Eugenia,40.38455,-3.60959,Entire home/apt,75,2,116,2019-09-15,3.64,1,276
16925766,Habitacion Naranja Privada 2 Personas - Callao,3447304,Charles,Centro,Sol,40.41932,-3.70487,Private room,45,2,120,2019-09-17,3.93,6,322
16926933,NICE APT CLOSE TO ATOCHA STATION AND THE MUSEUMS,113075239,Asun,Arganzuela,Palos de Moguer,40.40553,-3.69171,Entire home/apt,80,2,85,2019-09-15,2.70,1,58
16928117,Chueca es genial,62638490,Moisés,Centro,Justicia,40.42372,-3.69903,Entire home/apt,55,3,85,2019-08-24,2.72,2,277
16930839,EXCELENTE HABITACION centro Madrid.,35141863,Carlos,Centro,Cortes,40.41351,-3.69943,Private room,73,2,3,2019-05-13,0.10,2,175
16937465,Luxury Apartment in the heart of Madrid,3121587,Ixchel,Centro,Palacio,40.41614,-3.70973,Entire home/apt,160,2,46,2019-07-18,1.50,4,300
16940671,BAILEN,1408525,Mad4Rent,Centro,Palacio,40.41401,-3.71826,Entire home/apt,110,3,6,2019-04-30,0.21,56,311
16940985,Habitación luminosa en gran casa.,89814373,Alfredo,Centro,Justicia,40.42157,-3.699,Private room,54,2,95,2019-08-21,2.96,2,215
16942481,Precioso apartamento en el centro :),112913580,Jorge Y Juanje,Centro,Embajadores,40.40963,-3.70377,Entire home/apt,70,2,114,2019-07-07,3.54,2,0
16943785,Cozy room in  the center of Madrid.,112287456,Eva,Salamanca,Lista,40.4297,-3.67492,Private room,26,7,22,2019-08-12,0.71,1,354
16944475,JE1 Private room with 1 bed + WIFI,61040597,Johanna,Latina,Puerta del Angel,40.41135,-3.73553,Private room,20,1,59,2019-07-10,1.88,7,79
16970352,Elegant apartment in the SALAMANCA district,106591951,Luxa Home,Salamanca,Recoletos,40.42588,-3.68594,Entire home/apt,340,2,64,2019-08-01,2.04,6,194
16971324,Preciosa habitación con piscina,18408910,Jesus,Latina,Aluche,40.39409,-3.76168,Private room,30,30,16,2018-05-31,0.51,1,297
16972070,Corporate stays at the Eurobuilding,1650712,Ximena,Chamartín,Hispanoamérica,40.45797,-3.68692,Entire home/apt,138,3,3,2019-05-05,0.10,26,3
16972612,Corporate stays at the Eurobuilding II,1650712,Ximena,Chamartín,Hispanoamérica,40.4576,-3.68784,Entire home/apt,138,3,5,2019-01-09,0.16,26,145
16974614,Atico en Las Tablas tranquilo y luminoso,113421280,Teresa,Fuencarral - El Pardo,Valverde,40.50198,-3.67578,Private room,30,2,54,2019-09-17,1.69,1,350
16974966,Apartamento Funcional en el Centro,113568823,Lara,Centro,Sol,40.41646,-3.70339,Entire home/apt,80,1,78,2019-09-08,2.51,1,33
16985240,Tu buhardilla de 1860 en el corazón de Madrid!!,113708203,Sergio,Centro,Universidad,40.42499,-3.70393,Entire home/apt,60,2,87,2019-09-07,2.73,1,258
16993980,Exclusive penthouse in Madrid centre,113826816,Luis & Isa,Centro,Sol,40.4197,-3.70013,Entire home/apt,200,1,174,2019-08-26,5.45,1,194
17003123,Beautiful Apartment with 3 Bedrooms,40877988,Eduardo Y Raul,Arganzuela,Acacias,40.40485,-3.70713,Entire home/apt,116,2,142,2019-09-07,4.45,56,191
17003185,Beautifulilla.,5530351,Lilli/Emilio,Salamanca,Goya,40.42497,-3.67098,Entire home/apt,290,3,5,2019-06-18,0.17,1,147
17006923,Matilda - Modern app  metro Arturo Soria - Pool,47535952,Cecilia,Ciudad Lineal,Colina,40.45835,-3.65581,Entire home/apt,85,15,1,2017-02-20,0.03,1,137
17007271,Cozy and Spacious 3 Bedroom Apartment,42418874,Paloma Y Joaquin,Tetuán,Berruguete,40.45721,-3.70769,Entire home/apt,80,2,54,2019-07-14,1.86,1,64
17011960,Blue in Green Melody,114045291,Coco,Latina,Puerta del Angel,40.41501,-3.72521,Private room,32,1,14,2018-01-07,0.44,1,18
17012028,Modern cozy city apartment,70198232,Belén,Centro,Universidad,40.4262,-3.70598,Entire home/apt,80,2,14,2018-10-21,0.49,1,76
17019062,Maravilloso apartamento en el Centro de Madrid,82444353,Concepción,Salamanca,Goya,40.42341,-3.67528,Entire home/apt,90,10,5,2018-06-15,0.17,1,230
17019106,BONITO APARTAMENTO CERCA DE LAVAPIÉS Y ATOCHA.,24109233,Natalia,Arganzuela,Acacias,40.40286,-3.70331,Entire home/apt,85,2,17,2019-05-26,0.59,1,3
17019510,right in the center of the trendiest street,3048290,Antonio,Centro,Universidad,40.4229,-3.70647,Entire home/apt,89,2,4,2017-06-25,0.14,11,310
17020361,Diseño y estilo en el centro rodeado de museos,11384281,Raúl,Centro,Cortes,40.41283,-3.69572,Entire home/apt,120,2,62,2018-10-11,2.07,1,0
17024286,ÁTICO CON TERRAZA EN PLENO SOL,114186788,Conchi,Centro,Sol,40.41529,-3.7071,Private room,51,2,119,2019-07-27,3.73,1,50
17026688,"Moderno Apto. en Calle Fuencarral, Gran Vía",27774629,Paty&Karen,Centro,Justicia,40.42244,-3.69973,Entire home/apt,79,2,144,2019-09-02,4.55,2,170
17027532,GRAN VÍA brand new 2 bedroom apt,13203132,Beatriz,Centro,Cortes,40.41465,-3.70052,Entire home/apt,96,10,39,2019-09-01,1.24,5,306
17027612,"Bright apartment in the heart of ""El Rastro""",49765515,Sam,Centro,Embajadores,40.40812,-3.71037,Entire home/apt,65,3,28,2019-05-22,0.88,1,0
17030232,Stylish Apartment free Parking & Pool,114253146,Daniel,Chamartín,Nueva España,40.46422,-3.67991,Entire home/apt,110,2,112,2019-09-15,3.59,1,319
17032306,6Pax-3Double Room+Parking+WiFi.Nice&cozy apartment,3053459,Francisco,Carabanchel,Comillas,40.39605,-3.7147,Entire home/apt,72,1,116,2019-08-18,3.69,1,291
17032853,Luxury Suite 35 m2 near Real Madrid Stadium,112765104,Marina,Tetuán,Castillejos,40.45832,-3.69456,Private room,85,2,22,2018-07-15,0.71,1,0
17032903,Alcantara Apartment,596469,Gabriel Avalos,Salamanca,Lista,40.43247,-3.67413,Hotel room,180,5,9,2019-07-26,0.32,30,307
17033015,Room with wardrobe near Atocha,38641743,Chloé,Arganzuela,Delicias,40.3955,-3.69212,Private room,21,1,31,2018-12-15,0.97,3,0
17034092,MIJOSTEL ART. HABITACIÓN NEW YORK,101930506,Julia,Arganzuela,Chopera,40.3942,-3.69623,Private room,28,3,21,2019-08-07,0.67,8,358
17034325,"Central and stylish two-bedroom, balcony, AC!",37291567,Luis,Centro,Justicia,40.4267,-3.69859,Hotel room,120,2,1,2017-07-23,0.04,43,267
17034469,Gran apartamento Malasaña-Fuencarral,9285245,Asier,Centro,Universidad,40.42672,-3.70275,Entire home/apt,220,2,77,2019-07-28,2.45,4,321
17035079,COZY 2BD WITH TERRACE - CITY CENTER,114302170,Maya,Centro,Embajadores,40.41091,-3.69968,Entire home/apt,90,2,124,2019-09-15,3.89,1,236
17035580,New loft in the center,28040602,Henrique,Centro,Palacio,40.41063,-3.71397,Entire home/apt,45,3,100,2019-09-09,3.19,1,57
17039879,"Place&Price: Romantic Attic, Amazing Terrace",5918751,Miguel Ángel,Centro,Palacio,40.41274,-3.70781,Entire home/apt,180,2,0,,,3,0
17041499,Luxurious manor house - Moreto III,32046323,Juan,Retiro,Jerónimos,40.41392,-3.69021,Entire home/apt,285,30,0,,,83,79
